index,Location,RainTomorrow
109423,Darwin,0
8259,CoffsHarbour,0
93761,PerthAirport,1
12329,Moree,1
52161,Mildura,1
106981,AliceSprings,0
67213,Cairns,0
65363,Brisbane,0
104140,Launceston,0
99059,Walpole,0
42500,Bendigo,0
41137,Ballarat,0
98875,Walpole,1
14954,NorahHead,0
54150,Mildura,0
98882,Walpole,0
50896,Melbourne,0
81690,Nuriootpa,0
60420,Watsonia,0
75549,Townsville,0
4703,BadgerysCreek,1
157,Albury,1
16692,NorfolkIsland,0
59886,Watsonia,0
42340,Bendigo,0
26159,WaggaWagga,1
37402,Tuggeranong,0
84188,Nuriootpa,0
104040,Launceston,1
66431,Brisbane,0
9472,CoffsHarbour,0
38180,Tuggeranong,0
92762,PerthAirport,0
59377,Watsonia,0
42871,Bendigo,0
71947,GoldCoast,0
56085,Nhil,0
5382,Cobar,0
29956,Williamtown,0
85616,Woomera,0
83119,Nuriootpa,0
84597,Woomera,0
95913,Perth,0
75956,Adelaide,0
111745,Uluru,0
73461,Townsville,0
28834,Williamtown,0
53688,Mildura,0
53607,Mildura,1
23292,SydneyAirport,0
55651,Nhil,0
110717,Darwin,1
4432,BadgerysCreek,0
109098,Darwin,0
60035,Watsonia,0
70763,GoldCoast,0
23119,SydneyAirport,0
23535,SydneyAirport,1
57051,Portland,0
86560,Woomera,0
10130,Moree,1
9943,CoffsHarbour,0
3200,BadgerysCreek,0
2806,BadgerysCreek,0
9996,CoffsHarbour,1
48040,MelbourneAirport,0
9910,CoffsHarbour,1
27643,WaggaWagga,0
12409,Moree,0
75223,Townsville,0
79341,MountGambier,1
3198,BadgerysCreek,0
9402,CoffsHarbour,1
93196,PerthAirport,0
11100,Moree,1
90024,PearceRAAF,0
37359,Tuggeranong,0
34489,Canberra,1
19635,Richmond,1
915,Albury,0
53110,Mildura,0
46276,Sale,0
66400,Brisbane,0
9705,CoffsHarbour,1
49105,MelbourneAirport,0
36867,Tuggeranong,0
58866,Portland,1
370,Albury,0
59578,Watsonia,0
73868,Townsville,0
66505,Brisbane,0
63184,Dartmoor,0
24970,SydneyAirport,0
18148,NorfolkIsland,1
68166,Cairns,1
44783,Sale,0
100768,Hobart,1
21169,Sydney,0
101393,Hobart,0
97896,Walpole,1
57358,Portland,1
94547,PerthAirport,0
56219,Nhil,0
69087,Cairns,0
71813,GoldCoast,1
41559,Bendigo,0
62525,Dartmoor,0
81356,MountGambier,1
60760,Watsonia,0
70071,Cairns,0
101806,Hobart,0
19483,Richmond,0
86736,Woomera,0
80116,MountGambier,0
21408,Sydney,0
44073,Sale,0
44077,Sale,0
44949,Sale,0
38513,Ballarat,1
103344,Hobart,0
60508,Watsonia,0
100590,Hobart,0
66183,Brisbane,0
102971,Hobart,0
4941,Cobar,0
61726,Watsonia,0
18795,Richmond,0
24397,SydneyAirport,0
41859,Bendigo,0
44230,Sale,0
59271,Watsonia,1
66904,Brisbane,0
2695,BadgerysCreek,0
18168,NorfolkIsland,0
79069,MountGambier,0
20771,Sydney,0
14173,NorahHead,0
46726,MelbourneAirport,1
22940,SydneyAirport,0
29138,Williamtown,0
84790,Woomera,0
41661,Bendigo,0
389,Albury,0
68965,Cairns,1
10626,Moree,0
64140,Dartmoor,0
62184,Dartmoor,0
10835,Moree,1
90140,PearceRAAF,0
52644,Mildura,0
92724,PerthAirport,0
100345,Hobart,1
97963,Walpole,1
105171,AliceSprings,0
23373,SydneyAirport,0
58001,Portland,0
74291,Townsville,0
80566,MountGambier,1
14382,NorahHead,0
32036,Wollongong,0
4274,BadgerysCreek,0
86211,Woomera,1
98775,Walpole,0
9207,CoffsHarbour,0
54221,Mildura,1
18810,Richmond,0
75398,Townsville,0
45493,Sale,0
111219,Katherine,0
39215,Ballarat,0
64229,Brisbane,0
82977,Nuriootpa,1
104721,Launceston,0
12869,NorahHead,1
83448,Nuriootpa,1
82798,Nuriootpa,1
20531,Sydney,0
102238,Hobart,0
82299,Nuriootpa,0
109364,Darwin,0
42349,Bendigo,1
48513,MelbourneAirport,0
107229,AliceSprings,0
98545,Walpole,0
48706,MelbourneAirport,0
60510,Watsonia,0
27375,WaggaWagga,0
66997,Brisbane,0
25845,WaggaWagga,1
55853,Nhil,0
18238,NorfolkIsland,0
40630,Ballarat,1
26717,WaggaWagga,0
86227,Woomera,0
83611,Nuriootpa,1
111890,Uluru,0
43527,Bendigo,0
110834,Katherine,0
22739,SydneyAirport,1
13359,NorahHead,0
92633,PerthAirport,0
11927,Moree,0
57638,Portland,0
66262,Brisbane,0
95733,Perth,0
20415,Richmond,0
32679,Wollongong,0
20847,Sydney,1
100386,Hobart,0
8850,CoffsHarbour,0
81989,Nuriootpa,0
66324,Brisbane,0
73647,Townsville,1
82154,Nuriootpa,1
63624,Dartmoor,0
31697,Wollongong,0
35889,Canberra,0
72206,GoldCoast,0
86608,Woomera,0
74381,Townsville,0
88883,Witchcliffe,0
7471,Cobar,0
30614,Williamtown,0
68548,Cairns,0
54787,Mildura,0
89320,Witchcliffe,1
53587,Mildura,0
104675,Launceston,0
36448,Tuggeranong,0
75795,Adelaide,0
5777,Cobar,0
6725,Cobar,0
97534,Perth,1
63576,Dartmoor,0
66619,Brisbane,0
22032,Sydney,0
67114,Brisbane,0
71100,GoldCoast,0
35028,Canberra,0
62886,Dartmoor,0
102397,Hobart,1
72897,Townsville,0
62191,Dartmoor,0
34016,Canberra,1
89015,Witchcliffe,1
83359,Nuriootpa,1
23166,SydneyAirport,0
45845,Sale,0
6052,Cobar,0
98362,Walpole,0
4862,Cobar,0
81901,Nuriootpa,1
102200,Hobart,0
58211,Portland,0
33828,Canberra,0
54211,Mildura,0
26225,WaggaWagga,0
33983,Canberra,1
106841,AliceSprings,0
72,Albury,0
75790,Adelaide,0
39462,Ballarat,0
40423,Ballarat,1
84724,Woomera,1
7783,CoffsHarbour,0
97574,Perth,0
46284,Sale,0
92020,PerthAirport,0
51216,Melbourne,1
85352,Woomera,0
55085,Nhil,0
3611,BadgerysCreek,0
65111,Brisbane,0
112360,Uluru,0
7535,Cobar,0
74612,Townsville,0
81081,MountGambier,1
51627,Melbourne,0
61132,Watsonia,0
104096,Launceston,0
95690,Perth,0
45093,Sale,0
50221,Melbourne,0
53069,Mildura,1
63749,Dartmoor,0
92452,PerthAirport,1
33389,Canberra,0
9342,CoffsHarbour,1
38820,Ballarat,0
27912,WaggaWagga,0
2268,Albury,1
3887,BadgerysCreek,1
85642,Woomera,0
60513,Watsonia,0
71172,GoldCoast,1
52433,Mildura,0
9764,CoffsHarbour,0
66130,Brisbane,0
78188,Adelaide,0
90048,PearceRAAF,0
95286,Perth,0
86126,Woomera,0
97865,Walpole,0
10494,Moree,0
111935,Uluru,0
29760,Williamtown,1
71111,GoldCoast,0
83310,Nuriootpa,0
67782,Cairns,0
40849,Ballarat,0
16315,NorfolkIsland,1
78864,MountGambier,1
27340,WaggaWagga,0
82785,Nuriootpa,0
61723,Watsonia,0
77467,Adelaide,0
34390,Canberra,0
45912,Sale,0
15624,NorfolkIsland,0
45650,Sale,0
110660,Darwin,1
92050,PerthAirport,0
86439,Woomera,0
20259,Richmond,0
60150,Watsonia,0
55215,Nhil,0
70214,GoldCoast,0
85094,Woomera,0
67475,Cairns,0
3628,BadgerysCreek,1
80239,MountGambier,0
103047,Hobart,0
76919,Adelaide,0
74028,Townsville,0
7728,CoffsHarbour,0
44943,Sale,1
14067,NorahHead,0
36781,Tuggeranong,0
35083,Canberra,1
64237,Brisbane,0
11184,Moree,0
9737,CoffsHarbour,0
61394,Watsonia,0
9030,CoffsHarbour,0
4236,BadgerysCreek,0
74394,Townsville,0
12628,Moree,0
69828,Cairns,0
637,Albury,0
40991,Ballarat,0
69201,Cairns,0
68407,Cairns,0
85414,Woomera,0
26888,WaggaWagga,0
85473,Woomera,1
88013,Witchcliffe,0
10769,Moree,1
56329,Portland,0
57991,Portland,0
21678,Sydney,0
2538,BadgerysCreek,0
5192,Cobar,0
65203,Brisbane,0
106648,AliceSprings,0
27396,WaggaWagga,0
58715,Portland,0
13224,NorahHead,0
56233,Nhil,0
36147,Tuggeranong,1
5479,Cobar,0
86139,Woomera,0
19476,Richmond,0
9633,CoffsHarbour,1
5076,Cobar,0
96641,Perth,0
53160,Mildura,0
70015,Cairns,1
24403,SydneyAirport,0
56262,Nhil,0
19261,Richmond,0
81911,Nuriootpa,1
72824,GoldCoast,0
25107,SydneyAirport,0
61118,Watsonia,0
21862,Sydney,0
9490,CoffsHarbour,0
66021,Brisbane,0
109401,Darwin,0
8763,CoffsHarbour,0
97317,Perth,0
69555,Cairns,0
16641,NorfolkIsland,0
92725,PerthAirport,0
1117,Albury,1
28709,Williamtown,0
9671,CoffsHarbour,0
34839,Canberra,1
2520,BadgerysCreek,0
94096,PerthAirport,1
95795,Perth,0
15900,NorfolkIsland,0
85775,Woomera,0
101164,Hobart,0
19551,Richmond,0
946,Albury,0
51406,Melbourne,1
39457,Ballarat,0
19662,Richmond,1
60418,Watsonia,0
100544,Hobart,0
77989,Adelaide,0
67634,Cairns,1
57977,Portland,0
105874,AliceSprings,0
31084,Wollongong,0
79973,MountGambier,1
92548,PerthAirport,0
7456,Cobar,0
88757,Witchcliffe,0
4105,BadgerysCreek,0
93722,PerthAirport,0
112069,Uluru,0
974,Albury,0
4763,BadgerysCreek,0
33261,Wollongong,0
34314,Canberra,0
73383,Townsville,0
62041,Dartmoor,0
53242,Mildura,0
13681,NorahHead,0
39009,Ballarat,0
87576,Witchcliffe,1
58955,Portland,0
89160,Witchcliffe,1
101790,Hobart,1
41223,Ballarat,0
12489,Moree,0
6311,Cobar,1
49804,Melbourne,0
61652,Watsonia,0
456,Albury,1
91538,PearceRAAF,0
88225,Witchcliffe,0
1820,Albury,1
60738,Watsonia,1
105803,AliceSprings,0
71461,GoldCoast,1
26986,WaggaWagga,0
2840,BadgerysCreek,1
73333,Townsville,1
106934,AliceSprings,0
12852,NorahHead,0
46851,MelbourneAirport,1
90018,PearceRAAF,0
45550,Sale,0
37713,Tuggeranong,1
27658,WaggaWagga,0
6869,Cobar,0
21375,Sydney,0
67104,Brisbane,0
71669,GoldCoast,0
54270,Mildura,0
25400,SydneyAirport,1
34943,Canberra,0
31800,Wollongong,0
87653,Witchcliffe,0
103402,Hobart,0
37236,Tuggeranong,0
28670,Williamtown,1
18241,NorfolkIsland,0
110822,Katherine,0
87995,Witchcliffe,1
82484,Nuriootpa,1
69562,Cairns,0
81215,MountGambier,0
3451,BadgerysCreek,0
101460,Hobart,1
31238,Wollongong,0
37548,Tuggeranong,0
39423,Ballarat,0
725,Albury,1
73421,Townsville,0
74923,Townsville,0
22361,Sydney,0
107689,AliceSprings,0
97936,Walpole,0
70336,GoldCoast,0
106276,AliceSprings,0
58351,Portland,0
50834,Melbourne,1
45751,Sale,0
77370,Adelaide,0
71329,GoldCoast,1
14701,NorahHead,0
29809,Williamtown,0
112567,Uluru,1
86374,Woomera,0
38397,Tuggeranong,0
48276,MelbourneAirport,1
38274,Tuggeranong,0
81223,MountGambier,0
67454,Cairns,0
83978,Nuriootpa,0
70670,GoldCoast,0
109462,Darwin,0
25765,WaggaWagga,0
95087,Perth,0
43354,Bendigo,0
7018,Cobar,0
77160,Adelaide,0
32482,Wollongong,0
41380,Bendigo,0
76698,Adelaide,0
83463,Nuriootpa,0
21095,Sydney,0
31435,Wollongong,0
48030,MelbourneAirport,0
75798,Adelaide,1
26622,WaggaWagga,0
59291,Watsonia,0
97737,Perth,0
64417,Brisbane,0
68067,Cairns,0
54706,Mildura,0
12936,NorahHead,0
86970,Woomera,0
3534,BadgerysCreek,0
45060,Sale,0
74536,Townsville,1
103085,Hobart,1
15187,NorahHead,1
78153,Adelaide,0
39981,Ballarat,1
67760,Cairns,0
108298,Darwin,0
58182,Portland,0
184,Albury,1
18444,Richmond,0
90884,PearceRAAF,0
80080,MountGambier,1
43890,Bendigo,0
14189,NorahHead,0
55910,Nhil,1
103292,Hobart,1
49414,MelbourneAirport,1
6531,Cobar,0
64031,Dartmoor,0
45851,Sale,0
19376,Richmond,0
89924,PearceRAAF,0
82763,Nuriootpa,0
108562,Darwin,0
74162,Townsville,0
7605,CoffsHarbour,0
78597,MountGambier,0
99720,Walpole,0
16104,NorfolkIsland,0
38232,Tuggeranong,0
37711,Tuggeranong,0
32071,Wollongong,0
40276,Ballarat,0
16715,NorfolkIsland,1
39317,Ballarat,0
91138,PearceRAAF,0
92442,PerthAirport,0
73667,Townsville,1
68047,Cairns,0
52857,Mildura,0
13596,NorahHead,1
35451,Canberra,0
51008,Melbourne,1
37466,Tuggeranong,0
60297,Watsonia,0
86148,Woomera,0
63444,Dartmoor,1
30667,Wollongong,0
104972,AliceSprings,0
104863,Launceston,0
46579,Sale,1
16366,NorfolkIsland,1
81806,Nuriootpa,1
85525,Woomera,0
65046,Brisbane,1
59448,Watsonia,0
9258,CoffsHarbour,0
2678,BadgerysCreek,0
2207,Albury,1
18392,Richmond,0
63273,Dartmoor,0
61456,Watsonia,0
77284,Adelaide,0
71548,GoldCoast,1
8179,CoffsHarbour,0
29983,Williamtown,0
18146,NorfolkIsland,0
71887,GoldCoast,0
99875,Walpole,0
20518,Sydney,1
36215,Tuggeranong,0
22760,SydneyAirport,0
86494,Woomera,0
65952,Brisbane,0
81589,Nuriootpa,0
97618,Perth,0
56306,Nhil,0
38824,Ballarat,0
28993,Williamtown,1
48468,MelbourneAirport,0
35663,Canberra,0
3978,BadgerysCreek,0
57115,Portland,1
98918,Walpole,1
39042,Ballarat,0
79859,MountGambier,0
26368,WaggaWagga,0
7640,CoffsHarbour,0
42528,Bendigo,0
72858,GoldCoast,0
92351,PerthAirport,1
46126,Sale,0
12153,Moree,0
52872,Mildura,0
71271,GoldCoast,1
23076,SydneyAirport,1
1183,Albury,0
22487,Sydney,0
16898,NorfolkIsland,0
89970,PearceRAAF,0
106707,AliceSprings,0
35239,Canberra,0
10859,Moree,1
21560,Sydney,1
6466,Cobar,0
82101,Nuriootpa,0
40505,Ballarat,1
76979,Adelaide,0
43602,Bendigo,1
81255,MountGambier,0
18625,Richmond,0
103011,Hobart,1
110718,Darwin,0
100151,Walpole,0
44864,Sale,0
26409,WaggaWagga,0
32745,Wollongong,0
40442,Ballarat,0
83844,Nuriootpa,0
1981,Albury,0
36616,Tuggeranong,0
30359,Williamtown,1
90002,PearceRAAF,0
77344,Adelaide,1
5847,Cobar,0
3416,BadgerysCreek,0
45028,Sale,0
68893,Cairns,0
51836,Melbourne,0
91596,PearceRAAF,1
100992,Hobart,0
60192,Watsonia,0
13441,NorahHead,0
84383,Woomera,0
35248,Canberra,0
5796,Cobar,1
2233,Albury,0
7693,CoffsHarbour,0
111886,Uluru,0
34804,Canberra,0
106579,AliceSprings,0
37782,Tuggeranong,0
41225,Ballarat,1
2134,Albury,0
104679,Launceston,0
3666,BadgerysCreek,0
32187,Wollongong,1
101837,Hobart,0
54185,Mildura,0
53168,Mildura,1
96580,Perth,0
93890,PerthAirport,0
89902,PearceRAAF,0
7510,Cobar,0
6437,Cobar,0
26534,WaggaWagga,1
16139,NorfolkIsland,1
105799,AliceSprings,0
98972,Walpole,0
91148,PearceRAAF,0
73150,Townsville,0
45753,Sale,0
64332,Brisbane,1
78712,MountGambier,1
70560,GoldCoast,0
67176,Brisbane,0
14668,NorahHead,0
22210,Sydney,0
52886,Mildura,0
37422,Tuggeranong,0
5867,Cobar,1
50836,Melbourne,0
27635,WaggaWagga,0
53552,Mildura,0
91392,PearceRAAF,0
86966,Woomera,0
37001,Tuggeranong,1
7450,Cobar,0
82087,Nuriootpa,0
2728,BadgerysCreek,1
85396,Woomera,0
16371,NorfolkIsland,0
11319,Moree,0
82187,Nuriootpa,0
52576,Mildura,0
11690,Moree,0
109816,Darwin,0
37533,Tuggeranong,0
106546,AliceSprings,0
23786,SydneyAirport,1
82451,Nuriootpa,1
17357,NorfolkIsland,0
14606,NorahHead,0
18706,Richmond,0
39527,Ballarat,0
68989,Cairns,1
56429,Portland,0
74403,Townsville,0
105122,AliceSprings,1
99011,Walpole,0
103589,Launceston,1
43707,Bendigo,0
106432,AliceSprings,0
77665,Adelaide,0
26215,WaggaWagga,0
30520,Williamtown,1
57622,Portland,1
68143,Cairns,0
95398,Perth,0
42934,Bendigo,0
102645,Hobart,1
92046,PerthAirport,0
15469,NorahHead,0
1158,Albury,0
102619,Hobart,1
4329,BadgerysCreek,0
77554,Adelaide,0
94617,PerthAirport,0
34636,Canberra,0
6846,Cobar,0
12529,Moree,0
103000,Hobart,1
45267,Sale,0
73033,Townsville,0
102454,Hobart,0
88888,Witchcliffe,0
81657,Nuriootpa,0
6087,Cobar,0
26763,WaggaWagga,0
102833,Hobart,0
33536,Canberra,0
100918,Hobart,1
77386,Adelaide,0
51162,Melbourne,0
22804,SydneyAirport,0
1160,Albury,0
55657,Nhil,0
122,Albury,1
108184,Darwin,1
4787,Cobar,0
87786,Witchcliffe,0
50680,Melbourne,1
47584,MelbourneAirport,0
97934,Walpole,0
37980,Tuggeranong,1
4145,BadgerysCreek,0
20247,Richmond,0
65085,Brisbane,0
63453,Dartmoor,1
110035,Darwin,0
64364,Brisbane,1
92218,PerthAirport,0
9710,CoffsHarbour,0
63795,Dartmoor,0
69328,Cairns,0
30151,Williamtown,0
95440,Perth,0
48194,MelbourneAirport,1
63588,Dartmoor,0
73159,Townsville,0
46371,Sale,0
74339,Townsville,0
104191,Launceston,0
46013,Sale,0
54695,Mildura,0
78475,Adelaide,1
52960,Mildura,0
4560,BadgerysCreek,0
15566,NorfolkIsland,1
6856,Cobar,0
32553,Wollongong,0
97809,Perth,0
73191,Townsville,0
105889,AliceSprings,0
46554,Sale,0
91513,PearceRAAF,1
17538,NorfolkIsland,0
20120,Richmond,0
98519,Walpole,0
53345,Mildura,0
5974,Cobar,0
42204,Bendigo,0
38951,Ballarat,1
102918,Hobart,0
19129,Richmond,0
101662,Hobart,0
100915,Hobart,0
63365,Dartmoor,1
33951,Canberra,0
47282,MelbourneAirport,1
15802,NorfolkIsland,0
100418,Hobart,0
43484,Bendigo,0
90297,PearceRAAF,0
36302,Tuggeranong,0
82967,Nuriootpa,1
94722,PerthAirport,0
50383,Melbourne,0
58372,Portland,1
27696,WaggaWagga,1
109703,Darwin,0
42839,Bendigo,0
43480,Bendigo,0
101459,Hobart,0
12845,NorahHead,0
92174,PerthAirport,0
45431,Sale,1
10775,Moree,1
50996,Melbourne,0
91693,PearceRAAF,0
63103,Dartmoor,1
103738,Launceston,0
98082,Walpole,0
100481,Hobart,0
21047,Sydney,0
27556,WaggaWagga,0
19308,Richmond,1
28263,WaggaWagga,0
14783,NorahHead,0
80814,MountGambier,0
77380,Adelaide,0
12989,NorahHead,0
79495,MountGambier,0
94745,PerthAirport,1
26918,WaggaWagga,0
97302,Perth,0
38962,Ballarat,0
29849,Williamtown,0
55699,Nhil,0
85656,Woomera,0
46171,Sale,0
35110,Canberra,0
18553,Richmond,0
47013,MelbourneAirport,0
36424,Tuggeranong,0
72028,GoldCoast,0
101318,Hobart,0
75493,Townsville,0
100366,Hobart,0
88347,Witchcliffe,0
53668,Mildura,0
89325,Witchcliffe,1
87850,Witchcliffe,0
1016,Albury,1
101341,Hobart,0
76390,Adelaide,0
41039,Ballarat,0
47235,MelbourneAirport,1
46801,MelbourneAirport,0
95176,Perth,0
60305,Watsonia,0
19721,Richmond,0
77943,Adelaide,0
35536,Canberra,0
45186,Sale,0
98861,Walpole,1
11637,Moree,0
110793,Darwin,0
108929,Darwin,1
70609,GoldCoast,0
90820,PearceRAAF,0
51596,Melbourne,0
95328,Perth,0
30767,Wollongong,0
20653,Sydney,0
16010,NorfolkIsland,1
53175,Mildura,0
58267,Portland,0
106888,AliceSprings,0
70184,GoldCoast,0
61611,Watsonia,1
30217,Williamtown,0
91755,PearceRAAF,0
31685,Wollongong,0
65369,Brisbane,0
11828,Moree,0
65985,Brisbane,0
17396,NorfolkIsland,1
65999,Brisbane,0
82590,Nuriootpa,0
61922,Dartmoor,0
82078,Nuriootpa,0
42355,Bendigo,0
6330,Cobar,0
67117,Brisbane,0
39800,Ballarat,0
59715,Watsonia,1
27246,WaggaWagga,0
14756,NorahHead,0
71741,GoldCoast,0
580,Albury,0
82220,Nuriootpa,1
88558,Witchcliffe,0
66784,Brisbane,0
30995,Wollongong,0
49478,MelbourneAirport,0
83050,Nuriootpa,0
92411,PerthAirport,1
101542,Hobart,1
48245,MelbourneAirport,0
29206,Williamtown,1
50855,Melbourne,0
35659,Canberra,0
73103,Townsville,0
59589,Watsonia,0
96404,Perth,0
49236,MelbourneAirport,1
108385,Darwin,0
68206,Cairns,0
16508,NorfolkIsland,0
285,Albury,1
73207,Townsville,0
88753,Witchcliffe,1
99030,Walpole,1
79055,MountGambier,0
37643,Tuggeranong,0
22268,Sydney,0
62768,Dartmoor,0
48339,MelbourneAirport,1
67543,Cairns,1
43273,Bendigo,0
49837,Melbourne,0
28590,Williamtown,1
35625,Canberra,0
1835,Albury,0
64912,Brisbane,0
5863,Cobar,1
14539,NorahHead,1
107701,Darwin,0
47427,MelbourneAirport,0
36267,Tuggeranong,0
82633,Nuriootpa,0
85815,Woomera,0
108823,Darwin,0
77354,Adelaide,1
78500,Adelaide,0
25839,WaggaWagga,0
56960,Portland,0
89826,PearceRAAF,1
27359,WaggaWagga,0
67421,Cairns,0
46283,Sale,0
38264,Tuggeranong,0
22895,SydneyAirport,0
50803,Melbourne,1
53733,Mildura,0
67979,Cairns,1
2342,Albury,0
71466,GoldCoast,0
107948,Darwin,0
6095,Cobar,0
24307,SydneyAirport,0
31731,Wollongong,0
5571,Cobar,1
5556,Cobar,1
61398,Watsonia,1
21199,Sydney,0
58761,Portland,0
5492,Cobar,0
66118,Brisbane,0
18807,Richmond,0
451,Albury,0
100009,Walpole,1
47754,MelbourneAirport,0
86940,Woomera,0
25595,SydneyAirport,0
84712,Woomera,0
43577,Bendigo,0
109124,Darwin,0
81394,MountGambier,1
58256,Portland,1
50790,Melbourne,0
43829,Bendigo,0
11705,Moree,0
2189,Albury,1
96995,Perth,0
61765,Watsonia,0
7240,Cobar,0
52816,Mildura,0
86061,Woomera,0
86363,Woomera,0
9156,CoffsHarbour,0
56642,Portland,0
9536,CoffsHarbour,0
19976,Richmond,0
11465,Moree,1
80281,MountGambier,0
20786,Sydney,1
33629,Canberra,0
10108,Moree,0
87429,Witchcliffe,0
10964,Moree,0
11165,Moree,0
41186,Ballarat,1
95300,Perth,0
70555,GoldCoast,0
4740,BadgerysCreek,0
83638,Nuriootpa,0
98528,Walpole,0
57123,Portland,1
45758,Sale,1
15024,NorahHead,0
99909,Walpole,0
84344,Woomera,0
62479,Dartmoor,1
76134,Adelaide,1
109723,Darwin,0
17338,NorfolkIsland,0
44494,Sale,0
7526,Cobar,0
82177,Nuriootpa,0
97617,Perth,0
90247,PearceRAAF,1
104080,Launceston,0
37760,Tuggeranong,0
111919,Uluru,0
30736,Wollongong,0
40689,Ballarat,0
34197,Canberra,1
59800,Watsonia,0
63039,Dartmoor,0
73800,Townsville,0
388,Albury,1
10905,Moree,0
97904,Walpole,0
1452,Albury,0
30160,Williamtown,0
79327,MountGambier,1
41236,Ballarat,0
100605,Hobart,0
110780,Darwin,0
112875,Uluru,0
82560,Nuriootpa,1
80942,MountGambier,0
63242,Dartmoor,0
73538,Townsville,0
11617,Moree,0
45316,Sale,0
97526,Perth,1
41052,Ballarat,0
42727,Bendigo,1
91724,PearceRAAF,1
14445,NorahHead,0
43040,Bendigo,0
31675,Wollongong,0
18538,Richmond,0
106225,AliceSprings,0
21446,Sydney,1
70643,GoldCoast,0
56428,Portland,0
97538,Perth,0
40271,Ballarat,0
56859,Portland,1
104289,Launceston,0
109206,Darwin,0
76415,Adelaide,0
92876,PerthAirport,0
20030,Richmond,0
76769,Adelaide,0
29580,Williamtown,1
51119,Melbourne,0
91533,PearceRAAF,1
33733,Canberra,0
70313,GoldCoast,0
4129,BadgerysCreek,0
102106,Hobart,1
60186,Watsonia,0
102054,Hobart,0
64565,Brisbane,0
49099,MelbourneAirport,1
24910,SydneyAirport,0
112089,Uluru,0
14440,NorahHead,0
53472,Mildura,0
70149,GoldCoast,1
29495,Williamtown,1
36766,Tuggeranong,0
63835,Dartmoor,1
53497,Mildura,1
4814,Cobar,0
28083,WaggaWagga,0
25416,SydneyAirport,0
31893,Wollongong,1
77817,Adelaide,0
29209,Williamtown,1
77029,Adelaide,0
86932,Woomera,1
43390,Bendigo,0
105845,AliceSprings,0
104195,Launceston,0
19408,Richmond,0
91973,PerthAirport,0
36033,Canberra,1
70844,GoldCoast,0
40091,Ballarat,0
15677,NorfolkIsland,0
92660,PerthAirport,0
75184,Townsville,0
24379,SydneyAirport,0
101262,Hobart,1
11302,Moree,0
5145,Cobar,0
71268,GoldCoast,1
14313,NorahHead,0
5137,Cobar,0
4316,BadgerysCreek,0
68415,Cairns,0
74942,Townsville,0
18310,NorfolkIsland,0
11514,Moree,0
37698,Tuggeranong,0
43462,Bendigo,0
58223,Portland,0
64460,Brisbane,0
22644,Sydney,0
56588,Portland,0
82003,Nuriootpa,0
7105,Cobar,1
27390,WaggaWagga,0
21281,Sydney,1
23429,SydneyAirport,0
96289,Perth,0
35569,Canberra,1
66718,Brisbane,0
105395,AliceSprings,0
80789,MountGambier,0
75706,Townsville,1
26204,WaggaWagga,1
37212,Tuggeranong,0
22306,Sydney,0
8356,CoffsHarbour,1
37324,Tuggeranong,0
26663,WaggaWagga,0
73830,Townsville,0
37938,Tuggeranong,0
10030,CoffsHarbour,0
82746,Nuriootpa,0
14227,NorahHead,0
18506,Richmond,0
54817,Nhil,0
60905,Watsonia,0
78130,Adelaide,0
1640,Albury,0
30399,Williamtown,0
17251,NorfolkIsland,0
93710,PerthAirport,0
10486,Moree,1
54914,Nhil,0
37138,Tuggeranong,0
38058,Tuggeranong,0
95535,Perth,0
26897,WaggaWagga,0
51651,Melbourne,0
74853,Townsville,0
39087,Ballarat,0
72242,GoldCoast,0
47802,MelbourneAirport,0
38443,Ballarat,0
55261,Nhil,1
33693,Canberra,0
8979,CoffsHarbour,0
35575,Canberra,0
4233,BadgerysCreek,0
61016,Watsonia,0
57990,Portland,0
95604,Perth,0
44016,Sale,0
66039,Brisbane,1
99593,Walpole,1
99879,Walpole,1
27970,WaggaWagga,0
71153,GoldCoast,0
2748,BadgerysCreek,0
423,Albury,0
56971,Portland,0
36592,Tuggeranong,0
88676,Witchcliffe,0
18787,Richmond,0
46445,Sale,1
102730,Hobart,0
11730,Moree,0
92043,PerthAirport,1
78728,MountGambier,1
37589,Tuggeranong,0
84051,Nuriootpa,1
37371,Tuggeranong,0
13015,NorahHead,0
54280,Mildura,0
32826,Wollongong,1
62231,Dartmoor,0
93835,PerthAirport,0
6646,Cobar,0
3973,BadgerysCreek,1
98939,Walpole,1
85875,Woomera,0
45232,Sale,0
34110,Canberra,0
26544,WaggaWagga,0
4174,BadgerysCreek,0
68785,Cairns,0
88275,Witchcliffe,0
25352,SydneyAirport,1
96672,Perth,0
73377,Townsville,0
75570,Townsville,0
33382,Wollongong,0
723,Albury,0
108644,Darwin,0
110704,Darwin,1
69846,Cairns,0
50633,Melbourne,0
67298,Cairns,1
3720,BadgerysCreek,0
53652,Mildura,0
60531,Watsonia,0
107099,AliceSprings,0
40097,Ballarat,0
76212,Adelaide,0
17332,NorfolkIsland,0
86657,Woomera,0
50883,Melbourne,0
81547,Nuriootpa,1
5403,Cobar,0
87931,Witchcliffe,0
23464,SydneyAirport,1
13378,NorahHead,1
47913,MelbourneAirport,0
31896,Wollongong,0
203,Albury,1
10666,Moree,0
5195,Cobar,0
39819,Ballarat,0
23813,SydneyAirport,1
12517,Moree,0
63089,Dartmoor,0
94702,PerthAirport,0
